transactionId,accountId,amount,type,date
5324,90,164.9,deposit,11/21/23
5325,1533,427.1,withdrawal,12/23/23
5326,1692,58.6,deposit,11/19/23
5327,301,270.3,deposit,10/26/23
5328,368,246.9,deposit,05/15/23
5329,789,463,deposit,02/17/24
5330,1441,365.8,withdrawal,09/06/23
5331,1088,187.8,deposit,01/13/24
5332,447,495.4,withdrawal,07/22/23
5333,1236,108.1,deposit,08/04/23
5334,1752,134.4,withdrawal,06/10/23
5335,1487,267.3,deposit,02/14/24
5336,749,256.3,withdrawal,04/26/23
5337,667,208.7,withdrawal,07/21/23
5338,1531,406.2,withdrawal,09/22/23
5339,174,36.8,withdrawal,03/12/24
5340,1096,252.7,deposit,03/22/23
5341,1599,90.7,deposit,02/07/23
5342,1505,37.5,deposit,08/12/23
5343,1315,117,withdrawal,11/18/23
5344,1791,397.8,withdrawal,11/23/23
5345,780,109.3,withdrawal,05/15/24
5346,536,37.9,withdrawal,11/12/23
5347,1505,263.8,deposit,02/14/24
5348,997,312.6,withdrawal,12/09/23
5349,176,483.1,deposit,10/31/23
5350,342,404.1,withdrawal,10/04/23
5351,86,311.7,deposit,07/10/23
5352,1485,498.5,deposit,01/25/24
5353,858,257.2,withdrawal,11/17/23
5354,326,458,withdrawal,04/15/24
5355,1030,446.2,withdrawal,02/20/24
5356,335,43.1,deposit,04/18/24
5357,911,139.3,deposit,03/19/23
5358,8,323.6,deposit,04/18/23
5359,1075,327,withdrawal,04/24/23
5360,1678,373.7,deposit,11/30/23
5361,79,392.7,deposit,04/08/24
5362,430,196.4,withdrawal,01/17/23
5363,1325,273.5,deposit,12/31/23
5364,1623,458.8,withdrawal,09/16/23
5365,906,217.8,withdrawal,07/03/23
5366,1007,73.6,withdrawal,05/02/23
5367,739,323.4,withdrawal,04/29/24
5368,1189,429.3,deposit,07/29/23
5369,1114,347.9,deposit,10/09/23
5370,1708,57.5,withdrawal,05/24/23
5371,1793,123.2,withdrawal,05/23/23
5372,1202,434.4,deposit,08/26/23
5373,97,107.3,withdrawal,04/21/23
5374,1490,265.1,withdrawal,01/23/24
5375,351,186.9,withdrawal,03/08/24
5376,529,102.5,withdrawal,06/15/23
5377,1570,208.1,deposit,05/27/24
5378,1723,490.1,withdrawal,08/03/23
5379,205,257.6,withdrawal,05/27/24
5380,780,150.7,deposit,05/08/23
5381,358,304.5,withdrawal,02/13/24
5382,531,81.5,deposit,05/07/23
5383,926,139.7,withdrawal,02/19/24
5384,1490,34,deposit,01/22/24
5385,328,113,withdrawal,08/28/23
5386,626,444.4,withdrawal,03/30/23
5387,1165,298.9,deposit,05/06/24
5388,1000,74.5,deposit,10/06/23
5389,1674,165.4,withdrawal,03/12/23
5390,117,305.4,withdrawal,01/03/23
5391,905,196.7,deposit,02/17/24
5392,947,416.6,deposit,03/25/23
5393,1214,112.2,withdrawal,04/10/24
5394,1177,70.7,withdrawal,12/23/23
5395,450,264.2,withdrawal,09/23/23
5396,1454,167.6,withdrawal,04/23/23
5397,296,281,deposit,09/06/23
5398,881,244.8,deposit,08/15/23
5399,585,35.5,deposit,01/21/23
5400,521,369.5,withdrawal,12/15/23
5401,154,469.2,withdrawal,03/08/24
5402,812,360.4,deposit,02/24/24
5403,1316,300.6,withdrawal,02/09/24
5404,51,142.9,withdrawal,10/24/23
5405,1582,145.2,deposit,01/17/24
5406,370,368.1,withdrawal,04/29/23
5407,465,391.6,deposit,10/27/23
5408,1184,31.6,deposit,06/21/23
5409,228,376.9,withdrawal,10/01/23
5410,602,455.7,withdrawal,07/06/23
5411,500,150.2,withdrawal,04/02/23
5412,665,248,withdrawal,10/28/23
5413,1079,470.8,deposit,03/16/23
5414,1213,316.6,withdrawal,02/03/23
5415,846,482.4,withdrawal,03/09/24
5416,586,300.6,withdrawal,03/13/23
5417,478,277,deposit,03/15/24
5418,132,380.2,withdrawal,08/19/23
5419,790,21.7,deposit,01/17/24
5420,321,61.5,deposit,07/17/23
5421,1052,247.1,deposit,10/04/23
5422,1718,441.2,deposit,06/02/23
5423,325,29,withdrawal,01/04/24
5424,910,436.8,withdrawal,04/28/24
5425,474,52.6,withdrawal,04/16/24
5426,28,429.1,deposit,05/31/23
5427,634,232.8,deposit,07/07/23
5428,358,43.4,deposit,04/26/23
5429,902,172.3,deposit,12/07/23
5430,1085,365.4,withdrawal,02/08/24
5431,1653,269.7,withdrawal,11/03/23
5432,1103,396.1,withdrawal,04/22/24
5433,956,255.6,deposit,02/05/23
5434,1550,458.7,deposit,03/03/24
5435,599,95.5,withdrawal,05/04/23
5436,493,423.6,withdrawal,01/29/24
5437,654,474.9,deposit,04/02/23
5438,1607,154.8,withdrawal,04/22/23
5439,833,263.6,deposit,10/03/23
5440,1063,375.8,withdrawal,05/05/24
5441,1101,233.6,withdrawal,03/07/24
5442,1429,381.6,deposit,04/25/24
5443,375,387.6,deposit,10/18/23
5444,1116,489.8,withdrawal,12/06/23
5445,1432,213.2,withdrawal,04/09/24
5446,1487,41.8,withdrawal,05/15/23
5447,618,69.8,deposit,10/24/23
5448,1361,436.5,deposit,02/23/23
5449,1130,133.5,deposit,02/23/23
5450,1503,293.4,deposit,04/25/23
5451,603,121.5,deposit,04/19/24
5452,949,156.5,deposit,07/17/23
5453,1228,17.4,withdrawal,05/08/24
5454,1533,316.8,withdrawal,07/30/23
5455,1512,432.1,deposit,06/22/23
5456,1366,222.7,withdrawal,09/16/23
5457,1510,273.8,deposit,03/15/24
5458,20,179.8,deposit,03/24/23
5459,985,161.5,withdrawal,04/11/24
5460,1652,241.3,deposit,03/29/24
5461,93,338.4,deposit,02/11/23
5462,561,452.8,deposit,01/29/24
5463,898,354,deposit,01/06/23
5464,911,141.1,deposit,03/08/23
5465,1172,263.9,withdrawal,02/21/23
5466,151,74,deposit,11/30/23
5467,575,341.2,withdrawal,03/02/24
5468,1019,219.4,withdrawal,01/17/23
5469,904,305.4,withdrawal,12/22/23
5470,348,93.3,withdrawal,04/28/24
5471,785,110.9,deposit,12/13/23
5472,7,240.1,deposit,01/18/24
5473,907,415.3,withdrawal,01/18/23
5474,1283,287.8,deposit,06/09/23
5475,1416,435.1,deposit,02/26/23
5476,1748,467.8,withdrawal,03/31/24
5477,1578,341.2,withdrawal,04/27/23
5478,272,472.9,withdrawal,03/14/24
5479,624,146.9,withdrawal,04/07/23
5480,911,227.8,withdrawal,06/23/23
5481,1215,399.1,deposit,04/15/23
5482,1422,12.6,withdrawal,01/21/23
5483,1626,155,withdrawal,02/01/24
5484,357,107.8,deposit,12/24/23
5485,186,60,withdrawal,07/18/23
5486,1054,123.1,withdrawal,10/21/23
5487,900,84.4,withdrawal,05/23/24
5488,724,186,deposit,05/15/24
5489,1449,496.7,withdrawal,04/06/24
5490,880,156,withdrawal,01/09/23
5491,304,18.3,withdrawal,04/26/24
5492,337,111.5,withdrawal,06/12/23
5493,1079,467.9,withdrawal,03/23/23
5494,743,192.1,deposit,05/20/24
5495,1358,116.7,withdrawal,05/12/24
5496,314,259.5,deposit,09/20/23
5497,1055,122.7,deposit,01/16/24
5498,121,125,withdrawal,02/03/23
5499,806,358.7,deposit,10/29/23
5500,307,397.8,withdrawal,03/04/24
5501,1341,19.9,withdrawal,10/27/23
5502,484,141.1,withdrawal,01/10/23
5503,47,317.2,withdrawal,05/26/24
5504,1097,480.6,withdrawal,07/11/23
5505,1280,282.2,withdrawal,01/11/23
5506,1754,369.5,deposit,02/05/24
5507,948,78.9,withdrawal,05/13/24
5508,1041,213.5,withdrawal,10/06/23
5509,1526,374.1,withdrawal,02/07/23
5510,1475,121.3,deposit,12/30/23
5511,768,48.9,deposit,04/22/24
5512,1047,401.3,deposit,05/03/23
5513,261,433.9,deposit,12/16/23
5514,1202,115.6,deposit,04/08/23
5515,714,41.9,withdrawal,06/24/23
5516,1583,328.6,withdrawal,11/10/23
5517,1560,76.8,withdrawal,09/19/23
5518,1548,30.8,deposit,01/31/23
5519,1102,368.3,deposit,07/31/23
5520,686,148.2,deposit,01/03/24
5521,1290,126,deposit,03/29/23
5522,673,175.6,withdrawal,05/01/23
5523,1573,279.8,deposit,03/30/23
5524,119,146.3,withdrawal,09/22/23
5525,248,319.9,withdrawal,04/12/23
5526,839,164.7,deposit,04/03/23
5527,1683,360.4,deposit,02/02/23
5528,1522,450.4,withdrawal,10/03/23
5529,1172,437.5,withdrawal,04/30/23
5530,1447,54.7,deposit,01/29/23
5531,1316,259,deposit,11/10/23
5532,1614,104.4,withdrawal,06/04/23
5533,1269,315.3,deposit,02/22/23
5534,921,149.8,withdrawal,11/05/23
5535,1412,88.2,deposit,06/29/23
5536,868,346.5,withdrawal,06/25/23
5537,599,339.2,withdrawal,05/05/24
5538,920,306.1,withdrawal,05/18/24
5539,130,406.1,deposit,03/16/24
5540,189,359.9,withdrawal,01/14/24
5541,1507,78.9,withdrawal,05/24/24
5542,850,76.6,deposit,10/17/23
5543,591,347.4,withdrawal,06/10/23
5544,518,469.8,withdrawal,01/20/24
5545,1150,357.2,deposit,02/28/23
5546,723,204.2,withdrawal,12/25/23
5547,1571,438.5,deposit,01/10/24
5548,1536,350.4,withdrawal,05/30/23
5549,1529,166.5,deposit,05/13/24
5550,553,311,withdrawal,01/09/24
5551,1516,323.9,withdrawal,04/28/23
5552,155,115.5,withdrawal,01/26/24
5553,509,417.2,deposit,03/29/24
5554,221,270.3,withdrawal,09/30/23
5555,1194,155.9,deposit,03/17/24
5556,1096,488.3,deposit,11/22/23
5557,570,466.9,deposit,02/08/24
5558,712,367,withdrawal,11/08/23
5559,913,90,withdrawal,04/05/24
5560,453,129.8,withdrawal,03/23/24
5561,446,75.9,deposit,04/01/24
5562,619,483.6,deposit,04/26/24
5563,1702,454.3,withdrawal,05/17/24
5564,155,403.4,withdrawal,03/04/23
5565,300,377.5,deposit,02/15/24
5566,1160,428.3,deposit,12/06/23
5567,887,96.6,withdrawal,06/28/23
5568,717,307.6,deposit,02/24/23
5569,137,421.7,deposit,05/15/24
5570,1540,190.4,withdrawal,02/22/24
5571,97,376.8,deposit,12/21/23
5572,905,36.7,deposit,06/17/23
5573,1643,232.2,deposit,10/11/23
5574,1202,85,withdrawal,01/27/24
5575,37,459.9,deposit,03/02/23
5576,1344,35.1,deposit,08/25/23
5577,636,277.2,deposit,06/29/23
5578,1437,373.9,deposit,10/06/23
5579,605,85.3,deposit,03/06/23
5580,1086,146.2,deposit,10/24/23
5581,22,122,deposit,03/02/24
5582,1763,350.8,deposit,12/04/23
5583,1041,22.7,withdrawal,05/24/24
5584,161,184.6,deposit,09/26/23
5585,47,449.5,withdrawal,04/03/24
5586,1599,139.2,withdrawal,03/18/23
5587,4,68.6,withdrawal,10/12/23
5588,1278,495.5,withdrawal,05/30/23
5589,999,179,deposit,02/19/23
5590,1256,173.9,withdrawal,02/27/23
5591,811,6.1,deposit,05/25/23
5592,788,300.6,deposit,04/19/24
5593,599,241.3,withdrawal,08/07/23
5594,1369,454.2,deposit,12/13/23
5595,1446,237.1,deposit,11/20/23
5596,1456,318.9,deposit,03/25/24
5597,1336,448.9,withdrawal,05/30/24
5598,1067,254.6,withdrawal,04/10/23
5599,386,87.2,deposit,06/18/23
5600,956,228,deposit,11/26/23
5601,1445,250.7,withdrawal,08/19/23
5602,754,262.9,deposit,05/27/23
5603,1398,367.3,deposit,11/13/23
5604,1281,373.4,deposit,07/22/23
5605,1616,232.6,deposit,04/06/23
5606,492,80.7,deposit,08/18/23
5607,1613,448.3,withdrawal,11/07/23
5608,1329,479.2,withdrawal,01/05/23
5609,531,250.4,deposit,05/09/24
5610,882,321,deposit,12/29/23
5611,1773,154.5,deposit,05/19/24
5612,1566,405.8,deposit,07/29/23
5613,1277,26.2,deposit,01/17/24
5614,1260,465.4,deposit,10/31/23
5615,74,340.5,deposit,06/18/23
5616,616,242.1,deposit,10/25/23
5617,1288,407.6,withdrawal,11/23/23
5618,1603,318.2,withdrawal,01/14/24
5619,1754,60.2,deposit,06/19/23
5620,1386,405.7,withdrawal,03/04/23
5621,950,313.7,withdrawal,02/15/23
5622,724,218.1,withdrawal,05/16/23
5623,279,392.2,deposit,12/10/23
5624,1255,360.3,withdrawal,01/14/24
5625,331,358.3,deposit,11/19/23
5626,1050,46.8,withdrawal,10/26/23
5627,1311,418.3,withdrawal,12/10/23
5628,51,66.4,deposit,05/20/24
5629,1290,261,deposit,02/19/24
5630,1188,33,deposit,12/20/23
5631,155,231.9,withdrawal,09/23/23
5632,673,466.7,withdrawal,02/10/23
5633,617,259.5,withdrawal,02/10/24
5634,1493,179.3,withdrawal,02/10/23
5635,1224,64.1,deposit,10/11/23
5636,606,51,deposit,01/19/23
5637,382,485,deposit,11/22/23
5638,681,402.8,withdrawal,08/05/23
5639,1343,207.5,withdrawal,03/10/24
5640,31,313.1,deposit,11/21/23
5641,689,229.9,withdrawal,01/08/24
5642,1349,353,deposit,05/16/23
5643,869,459.2,deposit,03/07/24
5644,778,256.3,withdrawal,07/20/23
5645,1167,474.5,withdrawal,05/29/23
5646,1581,384.6,withdrawal,12/22/23
5647,619,92,withdrawal,07/19/23
5648,591,215.5,deposit,11/09/23
5649,1349,444.5,deposit,03/11/23
5650,626,87.3,deposit,04/24/24
5651,1154,198.7,deposit,12/07/23
5652,645,107.2,withdrawal,12/01/23
5653,578,496.3,deposit,01/10/24
5654,496,289,withdrawal,01/24/23
5655,1090,117.6,withdrawal,02/04/24
5656,788,307.5,deposit,11/24/23
5657,805,317.5,withdrawal,04/20/23
5658,103,433.3,withdrawal,05/15/23
5659,1762,276,withdrawal,02/03/23
5660,1783,445.8,withdrawal,05/25/24
5661,738,475.1,deposit,03/04/23
5662,169,464.9,deposit,12/23/23
5663,535,65.7,deposit,12/01/23
5664,711,269.7,withdrawal,01/17/24
5665,686,458.3,deposit,01/15/24
5666,1389,208.1,deposit,03/05/23
5667,280,25.2,deposit,09/15/23
5668,1101,295.7,deposit,07/22/23
5669,1702,338,deposit,04/15/23
5670,1506,200.8,withdrawal,09/26/23
5671,1532,39.3,withdrawal,06/29/23
5672,676,238.5,deposit,10/07/23
5673,1697,494.7,deposit,04/05/24
5674,500,364.5,deposit,06/22/23
5675,1530,469.3,deposit,12/04/23
5676,1199,441.5,withdrawal,02/22/23
5677,1310,442.7,deposit,08/30/23
5678,813,115.7,withdrawal,05/07/24
5679,1702,363.1,withdrawal,07/15/23
5680,1165,225.7,deposit,08/24/23
5681,1016,177.4,withdrawal,05/20/23
5682,1392,432.7,withdrawal,05/25/23
5683,557,431.6,withdrawal,01/18/23
5684,1151,374,deposit,03/29/24
5685,1371,376.5,deposit,09/16/23
5686,955,12.6,withdrawal,04/04/24
5687,912,273.3,deposit,06/17/23
5688,170,294,deposit,10/30/23
5689,461,482.3,deposit,02/17/23
5690,70,385.8,withdrawal,09/05/23
5691,252,329.6,withdrawal,02/20/23
5692,443,384,deposit,04/18/24
5693,270,126.8,deposit,01/20/24
5694,837,347.7,deposit,04/16/23
5695,491,150.8,deposit,03/14/23
5696,953,333.9,withdrawal,03/05/23
5697,309,310.1,deposit,10/07/23
5698,466,92.3,deposit,08/04/23
5699,1303,404,withdrawal,04/05/23
5700,1521,315.7,withdrawal,06/20/23
5701,1651,52,deposit,05/05/23
5702,479,31.5,withdrawal,03/27/23
5703,1162,24.8,withdrawal,05/14/24
5704,989,455.1,withdrawal,04/09/24
5705,808,49.6,deposit,12/06/23
5706,1604,13.2,withdrawal,05/03/23
5707,1782,303.9,withdrawal,08/06/23
5708,754,319.4,withdrawal,05/12/23
5709,1186,494.6,withdrawal,07/02/23
5710,51,81.6,withdrawal,04/15/24
5711,1069,105,deposit,07/03/23
5712,844,429.1,withdrawal,11/24/23
5713,572,212.9,deposit,05/15/24
5714,1527,415.4,withdrawal,03/24/23
5715,1453,26.3,deposit,12/24/23
5716,119,16.4,deposit,03/05/23
5717,359,70.1,withdrawal,09/23/23
5718,1455,381.1,deposit,03/18/24
5719,1462,65,deposit,06/24/23
5720,1196,38.4,deposit,04/27/23
5721,1773,457,withdrawal,05/08/24
5722,891,456.8,deposit,01/13/24
5723,1582,66.3,withdrawal,04/17/24
5724,534,343.5,deposit,02/11/23
5725,112,39,withdrawal,05/10/23
5726,531,298.1,withdrawal,09/22/23
5727,839,169.2,deposit,10/01/23
5728,769,74.8,withdrawal,12/02/23
5729,1381,428,deposit,03/27/24
5730,1381,358.3,withdrawal,10/18/23
5731,120,157.5,deposit,07/15/23
5732,370,382.4,deposit,09/06/23
5733,814,39.3,withdrawal,10/01/23
5734,682,437.6,withdrawal,02/04/23
5735,742,498.9,deposit,01/19/23
5736,53,271.6,deposit,10/20/23
5737,976,337.9,deposit,08/18/23
5738,1175,388.4,withdrawal,05/20/24
5739,1560,228.4,deposit,02/29/24
5740,848,197.5,deposit,04/24/24
5741,1067,147,withdrawal,07/24/23
5742,1126,456.7,withdrawal,11/16/23
5743,724,490.9,withdrawal,05/10/23
5744,644,125.9,deposit,03/07/23
5745,1356,366.8,deposit,10/22/23
5746,311,498.7,deposit,05/03/23
5747,1521,83.6,withdrawal,07/18/23
5748,1792,265.5,withdrawal,12/03/23
5749,831,244.5,withdrawal,05/22/24
5750,554,404,withdrawal,05/31/23
5751,730,184.4,deposit,04/08/23
5752,1059,320,withdrawal,03/10/24
5753,130,372.3,withdrawal,06/15/23
5754,1398,424.1,withdrawal,09/24/23
5755,124,103.4,deposit,03/09/24
5756,229,456.1,withdrawal,11/05/23
5757,974,234.9,deposit,03/05/23
5758,1085,64.1,deposit,05/25/23
5759,1045,344.6,withdrawal,03/05/23
5760,1316,215.1,deposit,06/27/23
5761,1121,236.4,deposit,05/10/23
5762,888,383.3,withdrawal,01/06/23
5763,383,484.2,deposit,02/02/23
5764,216,360.3,deposit,05/03/24
5765,583,236.7,withdrawal,04/13/23
5766,654,10.6,withdrawal,06/30/23
5767,1447,129.4,deposit,03/11/23
5768,802,183.2,deposit,05/08/24
5769,100,94.2,deposit,06/08/23
5770,443,106.8,deposit,05/08/23
5771,1233,458.9,withdrawal,10/02/23
5772,278,304.8,deposit,08/29/23
5773,328,191.2,withdrawal,04/16/24
5774,328,206.1,withdrawal,03/17/24
5775,128,36.1,deposit,02/03/23
5776,1214,192.1,withdrawal,03/11/23
5777,1324,482.3,withdrawal,06/07/23
5778,389,165.1,deposit,03/16/24
5779,1574,148,deposit,01/05/24
5780,504,115.8,deposit,02/18/23
5781,772,343.2,withdrawal,08/12/23
5782,30,418.7,deposit,05/16/24
5783,1103,375.5,deposit,10/04/23
5784,95,476.7,deposit,05/10/23
5785,830,342.4,withdrawal,07/06/23
5786,1531,498.2,deposit,08/01/23
5787,965,336.8,deposit,09/30/23
5788,102,313.4,deposit,09/29/23
5789,563,487,withdrawal,12/13/23
5790,135,316.5,withdrawal,02/14/23
5791,1146,410.3,deposit,08/27/23
5792,1640,46.4,withdrawal,03/01/24
5793,1458,143.4,withdrawal,11/01/23
5794,5,240.2,deposit,07/18/23
5795,262,143,withdrawal,02/22/24
5796,1354,28.3,withdrawal,01/17/24
5797,576,229.3,withdrawal,07/28/23
5798,120,62.8,withdrawal,10/22/23
5799,916,26.6,withdrawal,04/12/23
5800,1769,283.8,withdrawal,06/20/23
5801,897,416.5,withdrawal,12/30/23
5802,473,356.7,deposit,10/10/23
5803,1154,244.8,deposit,10/21/23
5804,1711,306,withdrawal,07/26/23
5805,848,6,withdrawal,03/15/24
5806,1672,201.5,withdrawal,12/18/23
5807,893,261.9,withdrawal,01/12/24
5808,680,75.8,withdrawal,02/17/23
5809,1468,500,deposit,01/20/23
5810,1217,376.5,deposit,03/10/23
5811,558,26.6,withdrawal,01/21/24
5812,514,162.4,deposit,07/13/23
5813,1650,98.9,deposit,02/13/24
5814,1637,118.5,withdrawal,03/02/24
5815,32,46.8,withdrawal,09/20/23
5816,213,210.2,deposit,02/13/23
5817,977,351.8,withdrawal,09/17/23
5818,172,274.3,withdrawal,05/20/24
5819,1766,296.7,deposit,06/17/23
5820,1359,465,deposit,05/15/24
5821,1702,446.9,withdrawal,08/25/23
5822,1576,181.1,withdrawal,05/05/23
5823,864,232.5,withdrawal,01/19/24
5824,408,45.3,withdrawal,05/30/23
5825,733,338.7,deposit,03/27/24
5826,743,457,withdrawal,04/15/24
5827,1337,458.7,withdrawal,08/27/23
5828,935,393,deposit,11/14/23
5829,1046,88,deposit,02/23/23
5830,1205,50.4,deposit,03/22/24
5831,1314,206,withdrawal,01/11/24
5832,759,99.6,withdrawal,11/01/23
5833,1261,367.6,deposit,01/20/24
5834,424,189.4,withdrawal,08/23/23
5835,294,466.6,withdrawal,07/10/23
5836,86,430,deposit,02/03/23
5837,209,260.5,deposit,01/04/23
5838,192,260.6,withdrawal,04/23/24
5839,136,313.7,withdrawal,11/02/23
5840,697,180.4,withdrawal,06/21/23
5841,562,116.9,withdrawal,02/10/23
5842,1429,101,withdrawal,08/13/23
5843,1272,236.3,withdrawal,02/12/23
5844,671,410.7,deposit,09/01/23
5845,1524,142.9,deposit,06/29/23
5846,852,353.1,withdrawal,01/12/24
5847,481,5.5,deposit,03/17/23
5848,324,315.2,withdrawal,05/05/24
5849,1756,284.3,withdrawal,06/25/23
5850,1445,402.3,withdrawal,10/11/23
5851,1015,228.9,withdrawal,10/14/23
5852,1195,121.9,deposit,10/06/23
5853,1300,7.8,deposit,10/15/23
5854,195,86.2,deposit,02/27/23
5855,43,376.1,deposit,02/13/24
5856,1194,361.5,deposit,11/15/23
5857,1544,67.7,deposit,10/15/23
5858,1532,298.4,withdrawal,03/30/23
5859,499,7.8,withdrawal,07/29/23
5860,591,63.6,withdrawal,09/28/23
5861,1141,386.5,deposit,05/19/23
5862,62,412.6,withdrawal,08/28/23
5863,770,295.2,deposit,05/24/23
5864,645,407.6,deposit,03/17/23
5865,21,265.2,deposit,02/08/23
5866,303,454.5,withdrawal,01/01/23
5867,637,149.1,deposit,03/16/23
5868,528,150.3,withdrawal,01/09/24
5869,832,228.1,deposit,01/16/23
5870,245,212.7,withdrawal,03/21/24
5871,1762,346.6,withdrawal,06/30/23
5872,735,13.2,withdrawal,03/09/23
5873,459,317.7,deposit,08/30/23
5874,252,173.1,withdrawal,12/17/23
5875,445,466.7,deposit,05/30/24
5876,1040,476.5,withdrawal,08/06/23
5877,571,370.2,withdrawal,01/23/24
5878,1433,78.7,deposit,09/01/23
5879,1651,13.4,deposit,04/20/23
5880,1442,241.2,withdrawal,12/16/23
5881,272,56.3,deposit,05/10/23
5882,624,113.8,deposit,05/19/24
5883,1699,311.9,deposit,04/17/23
5884,408,51,deposit,10/31/23
5885,72,472.5,withdrawal,04/13/24
5886,1682,457.4,deposit,07/08/23
5887,1365,75.8,withdrawal,02/10/23
5888,1677,366.5,deposit,01/05/23
5889,1535,235.3,withdrawal,07/07/23
5890,1752,332.1,withdrawal,10/10/23
5891,1524,297.5,withdrawal,04/09/24
5892,337,390,withdrawal,05/11/24
5893,1003,91.7,deposit,08/12/23
5894,745,409.5,deposit,03/04/23
5895,1551,433.2,deposit,10/06/23
5896,309,386.7,deposit,05/06/23
5897,896,354.7,deposit,03/12/24
5898,876,371.6,deposit,04/27/24
5899,520,43.8,deposit,03/31/23
5900,491,88.7,deposit,01/31/23
5901,681,238.8,deposit,11/16/23
5902,1,16.1,withdrawal,05/15/24
5903,1628,334.5,deposit,05/29/24
5904,406,76.3,withdrawal,01/27/24
5905,1297,257.9,deposit,04/07/23
5906,81,96.1,deposit,07/19/23
5907,1376,234.4,deposit,07/25/23
5908,300,128.7,deposit,05/23/24
5909,453,398.8,withdrawal,09/20/23
5910,1493,284.9,deposit,09/26/23
5911,769,241.7,withdrawal,02/16/23
5912,1116,374.3,withdrawal,01/16/23
5913,688,18.9,deposit,07/17/23
5914,1765,154.7,withdrawal,07/08/23
5915,1778,78,deposit,08/08/23
5916,221,237.8,withdrawal,06/24/23
5917,1548,337.3,withdrawal,11/29/23
5918,1222,144.8,deposit,03/21/24
5919,913,470.2,deposit,04/25/24
5920,995,229.6,withdrawal,01/22/23
5921,1223,315,withdrawal,01/24/23
5922,747,36.3,withdrawal,02/22/24
5923,466,473.7,withdrawal,05/25/23
5924,1315,177.4,withdrawal,04/20/23
5925,1548,21.3,withdrawal,11/12/23
5926,1599,368.1,withdrawal,02/04/23
5927,1042,227.6,withdrawal,04/01/24
5928,1551,6.3,withdrawal,03/29/24
5929,679,33.1,withdrawal,03/06/24
5930,306,65.5,withdrawal,01/18/24
5931,1363,226.7,withdrawal,10/07/23
5932,336,241.9,withdrawal,12/27/23
5933,1747,476,deposit,12/07/23
5934,1188,235.3,withdrawal,10/04/23
5935,248,216.8,deposit,10/06/23
5936,1204,86.3,deposit,03/21/23
5937,982,18.7,deposit,10/20/23
5938,1556,329.4,deposit,12/02/23
5939,9,263.7,withdrawal,12/23/23
5940,44,210.7,withdrawal,02/16/23
5941,1594,407.6,deposit,08/13/23
5942,15,459.3,withdrawal,04/17/24
5943,493,479.2,deposit,10/10/23
5944,640,275.9,deposit,05/14/23
5945,1558,25.5,deposit,09/23/23
5946,801,133.9,withdrawal,05/09/23
5947,1681,186.8,deposit,02/13/23
5948,1284,450.7,withdrawal,01/14/23
5949,558,477.6,withdrawal,05/11/23
5950,1776,206.6,withdrawal,07/24/23
5951,1509,267,deposit,02/20/23
5952,1126,291.6,deposit,04/17/23
5953,1620,469.1,deposit,04/20/24
5954,1505,14,withdrawal,06/08/23
5955,851,103.9,deposit,06/21/23
5956,243,142.7,deposit,02/20/24
5957,992,194.5,withdrawal,09/15/23
5958,622,89.1,withdrawal,06/14/23
5959,1494,355.9,withdrawal,02/11/23
5960,215,122.5,withdrawal,05/30/24
5961,639,286.9,withdrawal,03/05/24
5962,313,277.1,withdrawal,02/13/23
5963,1028,79.3,withdrawal,04/22/24
5964,1661,453.1,deposit,11/24/23
5965,840,35.9,withdrawal,02/02/24
5966,1109,320.3,withdrawal,02/05/23
5967,705,238.8,deposit,03/26/24
5968,1077,67.7,withdrawal,07/11/23
5969,353,323.4,withdrawal,01/15/24
5970,1602,111.6,deposit,07/06/23
5971,1207,161.7,deposit,03/16/23
5972,694,355.4,withdrawal,02/16/23
5973,1350,477.8,deposit,01/20/23
5974,521,375.6,withdrawal,05/24/24
5975,1631,462.7,withdrawal,10/03/23
5976,1375,237.6,withdrawal,10/01/23
5977,1561,230.9,withdrawal,01/21/23
5978,488,473.2,withdrawal,12/07/23
5979,1610,299.5,withdrawal,11/02/23
5980,81,74.7,deposit,06/09/23
5981,345,218,deposit,05/09/23
5982,1727,36.7,withdrawal,06/30/23
5983,291,213.3,deposit,03/25/24
5984,1738,370.3,deposit,05/04/24
5985,766,437.2,deposit,04/04/23
5986,924,224.9,withdrawal,03/23/23
5987,865,370.6,deposit,12/02/23
5988,94,489.5,withdrawal,12/24/23
5989,57,308.2,deposit,05/12/23
5990,1370,302,withdrawal,05/27/23
5991,452,485.3,deposit,03/20/23
5992,1150,29.3,deposit,05/01/24
5993,115,50.1,withdrawal,05/20/23
5994,1473,34,deposit,02/05/24
5995,1618,251.5,deposit,05/14/23
5996,916,40.5,withdrawal,04/09/23
5997,618,422.9,deposit,01/09/23
5998,859,118.5,withdrawal,04/19/23
5999,941,86.5,withdrawal,06/21/23
6000,1722,446.7,deposit,03/20/23
6001,1711,125.5,deposit,04/28/23
6002,1528,302.2,withdrawal,04/13/24
6003,894,65.1,deposit,08/10/23
6004,1663,135.6,withdrawal,10/13/23
6005,1148,170.1,withdrawal,03/29/23
6006,954,499.7,deposit,03/08/23
6007,269,155.4,withdrawal,03/08/24
6008,871,500.2,withdrawal,09/12/23
6009,1167,141.3,deposit,12/03/23
6010,318,378.8,withdrawal,07/24/23
6011,358,364.8,withdrawal,04/02/23
6012,1007,177.1,withdrawal,05/13/24
